kernel_name,kernel_type,stream_id,task_id,task_time(us),task_start(ns),task_stop(ns)
534/PtMuls_tvmbin,kernel AI core task,4,16625,"""1.25""","""1624688333006059194""","""1624688333006060444"""
242/Cast_tvmbin,kernel AI core task,4,16626,"""1.42""","""1624688333006103334""","""1624688333006104754"""
N/A,memory copy task,4,16627,"""1.08""","""1624688333006179024""","""1624688333006180104"""
535/PtMuls_tvmbin,kernel AI core task,4,16629,"""0.0""","""1624688333006536454""","""1624688333006536454"""
243/Cast_tvmbin,kernel AI core task,4,16630,"""1.46""","""1624688333006635414""","""1624688333006636874"""
N/A,event record task,4,16632,"""0.0""","""1624688333006759034""","""1624688333006759034"""
536/PtMuls_tvmbin,kernel AI core task,4,16633,"""9.55""","""1624688333006813074""","""1624688333006822624"""
242/Cast_tvmbin,kernel AI core task,4,16634,"""1.42""","""1624688333006872804""","""1624688333006874224"""
N/A,event record task,4,16636,"""0.01""","""1624688333006997954""","""1624688333006997964"""
535/PtMuls_tvmbin,kernel AI core task,4,16637,"""1.33""","""1624688333007097994""","""1624688333007099324"""
243/Cast_tvmbin,kernel AI core task,4,16638,"""0.95""","""1624688333007154954""","""1624688333007155904"""
N/A,event record task,4,16640,"""0.01""","""1624688333007283124""","""1624688333007283134"""
536/PtMuls_tvmbin,kernel AI core task,4,16641,"""1.42""","""1624688333007340074""","""1624688333007341494"""
N/A,memory copy task,4,16643,"""0.01""","""1624688333007456894""","""1624688333007456904"""
N/A,event record task,4,16644,"""1.35""","""1624688333007506434""","""1624688333007507784"""
243/Cast_tvmbin,kernel AI core task,4,16646,"""0.01""","""1624688333007834624""","""1624688333007834634"""
N/A,memory copy task,4,16647,"""1.35""","""1624688333007925864""","""1624688333007927214"""
N/A,event record task,4,16648,"""0.86""","""1624688333007993264""","""1624688333007994124"""
244/Cast_tvmbin,kernel AI core task,4,16650,"""0.01""","""1624688333008152544""","""1624688333008152554"""
N/A,memory copy task,4,16651,"""1.35""","""1624688333008211904""","""1624688333008213254"""
537/PtMuls_tvmbin,kernel AI core task,4,16653,"""0.01""","""1624688333008328084""","""1624688333008328094"""
243/Cast_tvmbin,kernel AI core task,4,16654,"""1.33""","""1624688333008392594""","""1624688333008393924"""
N/A,event record task,4,16656,"""0.0""","""1624688333008519064""","""1624688333008519064"""
536/PtMuls_tvmbin,kernel AI core task,4,16657,"""1.34""","""1624688333008569004""","""1624688333008570344"""
244/Cast_tvmbin,kernel AI core task,4,16658,"""0.91""","""1624688333008629654""","""1624688333008630564"""
N/A,event record task,4,16660,"""0.0""","""1624688333008943374""","""1624688333008943374"""
537/PtMuls_tvmbin,kernel AI core task,4,16661,"""1.36""","""1624688333009080124""","""1624688333009081484"""
N/A,memory copy task,4,16663,"""0.01""","""1624688333009202584""","""1624688333009202594"""
N/A,event record task,4,16664,"""1.32""","""1624688333009253564""","""1624688333009254884"""
244/Cast_tvmbin,kernel AI core task,4,16666,"""0.01""","""1624688333009357114""","""1624688333009357124"""
N/A,memory copy task,4,16667,"""1.35""","""1624688333009405934""","""1624688333009407284"""
N/A,event record task,4,16668,"""0.87""","""1624688333009453024""","""1624688333009453894"""
243/Cast_tvmbin,kernel AI core task,4,16670,"""0.01""","""1624688333009570084""","""1624688333009570094"""
N/A,memory copy task,4,16671,"""1.44""","""1624688333009627374""","""1624688333009628814"""
536/PtMuls_tvmbin,kernel AI core task,4,16673,"""0.0""","""1624688333009765184""","""1624688333009765184"""
242/Cast_tvmbin,kernel AI core task,4,16674,"""1.28""","""1624688333009813544""","""1624688333009814824"""
N/A,event record task,4,16676,"""0.0""","""1624688333010152354""","""1624688333010152354"""
535/PtMuls_tvmbin,kernel AI core task,4,16677,"""1.39""","""1624688333010244654""","""1624688333010246044"""
243/Cast_tvmbin,kernel AI core task,4,16678,"""1.04""","""1624688333010292964""","""1624688333010294004"""
N/A,event record task,4,16680,"""0.01""","""1624688333010417394""","""1624688333010417404"""
536/PtMuls_tvmbin,kernel AI core task,4,16681,"""1.39""","""1624688333010475474""","""1624688333010476864"""
N/A,memory copy task,4,16683,"""0.01""","""1624688333010613574""","""1624688333010613584"""
N/A,event record task,4,16684,"""1.36""","""1624688333010665104""","""1624688333010666464"""
243/Cast_tvmbin,kernel AI core task,4,16686,"""0.01""","""1624688333010795544""","""1624688333010795554"""
N/A,memory copy task,4,16687,"""1.33""","""1624688333010843554""","""1624688333010844884"""
N/A,event record task,4,16688,"""1.01""","""1624688333010892404""","""1624688333010893414"""
245/Cast_tvmbin,kernel AI core task,4,16690,"""0.01""","""1624688333011115584""","""1624688333011115594"""
N/A,memory copy task,4,16691,"""1.33""","""1624688333011252304""","""1624688333011253634"""
538/PtMuls_tvmbin,kernel AI core task,4,16693,"""0.01""","""1624688333011426944""","""1624688333011426954"""
243/Cast_tvmbin,kernel AI core task,4,16694,"""1.28""","""1624688333011511644""","""1624688333011512924"""
N/A,event record task,4,16696,"""0.01""","""1624688333011640364""","""1624688333011640374"""
536/PtMuls_tvmbin,kernel AI core task,4,16697,"""1.32""","""1624688333011689024""","""1624688333011690344"""
245/Cast_tvmbin,kernel AI core task,4,16698,"""0.92""","""1624688333011786784""","""1624688333011787704"""
N/A,event record task,4,16700,"""0.01""","""1624688333011904464""","""1624688333011904474"""
538/PtMuls_tvmbin,kernel AI core task,4,16701,"""1.4""","""1624688333011965344""","""1624688333011966744"""
N/A,memory copy task,4,16703,"""0.01""","""1624688333012093964""","""1624688333012093974"""
N/A,event record task,4,16704,"""1.33""","""1624688333012170214""","""1624688333012171544"""
246/Cast_tvmbin,kernel AI core task,4,16706,"""0.01""","""1624688333012346094""","""1624688333012346104"""
N/A,memory copy task,4,16707,"""1.34""","""1624688333012446514""","""1624688333012447854"""
N/A,event record task,4,16708,"""0.88""","""1624688333012545494""","""1624688333012546374"""
240/Cast_tvmbin,kernel AI core task,4,16710,"""0.01""","""1624688333012681924""","""1624688333012681934"""
N/A,memory copy task,4,16711,"""1.39""","""1624688333012772974""","""1624688333012774364"""
533/PtMuls_tvmbin,kernel AI core task,4,16713,"""0.01""","""1624688333012896674""","""1624688333012896684"""
240/Cast_tvmbin,kernel AI core task,4,16714,"""1.33""","""1624688333012951084""","""1624688333012952414"""
N/A,event record task,4,16716,"""0.01""","""1624688333013089164""","""1624688333013089174"""
533/PtMuls_tvmbin,kernel AI core task,4,16717,"""1.33""","""1624688333013142654""","""1624688333013143984"""
242/Cast_tvmbin,kernel AI core task,4,16718,"""0.92""","""1624688333013192914""","""1624688333013193834"""
N/A,event record task,4,16720,"""0.01""","""1624688333013412254""","""1624688333013412264"""
535/PtMuls_tvmbin,kernel AI core task,4,16721,"""1.35""","""1624688333013513244""","""1624688333013514594"""
N/A,memory copy task,4,16723,"""0.01""","""1624688333013758044""","""1624688333013758054"""
N/A,event record task,4,16724,"""1.28""","""1624688333013849724""","""1624688333013851004"""
242/Cast_tvmbin,kernel AI core task,4,16726,"""0.01""","""1624688333013962644""","""1624688333013962654"""
N/A,memory copy task,4,16727,"""1.34""","""1624688333014020944""","""1624688333014022284"""
N/A,event record task,4,16728,"""0.96""","""1624688333014087674""","""1624688333014088634"""
243/Cast_tvmbin,kernel AI core task,4,16730,"""0.01""","""1624688333014214844""","""1624688333014214854"""
N/A,memory copy task,4,16731,"""1.42""","""1624688333014305454""","""1624688333014306874"""
536/PtMuls_tvmbin,kernel AI core task,4,16733,"""0.0""","""1624688333014414614""","""1624688333014414614"""
245/Cast_tvmbin,kernel AI core task,4,16734,"""1.33""","""1624688333014460074""","""1624688333014461404"""
N/A,event record task,4,16736,"""0.01""","""1624688333014678464""","""1624688333014678474"""
538/PtMuls_tvmbin,kernel AI core task,4,16737,"""1.35""","""1624688333014763064""","""1624688333014764414"""
243/Cast_tvmbin,kernel AI core task,4,16738,"""0.92""","""1624688333014891884""","""1624688333014892804"""
N/A,event record task,4,16740,"""0.01""","""1624688333015036174""","""1624688333015036184"""
536/PtMuls_tvmbin,kernel AI core task,4,16741,"""1.34""","""1624688333015126314""","""1624688333015127654"""
N/A,memory copy task,4,16743,"""0.0""","""1624688333015254844""","""1624688333015254844"""
N/A,event record task,4,16744,"""1.33""","""1624688333015304084""","""1624688333015305414"""
243/Cast_tvmbin,kernel AI core task,4,16746,"""0.01""","""1624688333015411094""","""1624688333015411104"""
N/A,memory copy task,4,16747,"""1.35""","""1624688333015463454""","""1624688333015464804"""
N/A,event record task,4,16748,"""0.97""","""1624688333015544964""","""1624688333015545934"""
242/Cast_tvmbin,kernel AI core task,4,16750,"""0.0""","""1624688333015770914""","""1624688333015770914"""
N/A,memory copy task,4,16751,"""1.36""","""1624688333015883924""","""1624688333015885284"""
535/PtMuls_tvmbin,kernel AI core task,4,16753,"""0.01""","""1624688333016105454""","""1624688333016105464"""
243/Cast_tvmbin,kernel AI core task,4,16754,"""1.49""","""1624688333016201824""","""1624688333016203314"""
N/A,event record task,4,16756,"""0.01""","""1624688333016330344""","""1624688333016330354"""
536/PtMuls_tvmbin,kernel AI core task,4,16757,"""1.33""","""1624688333016376984""","""1624688333016378314"""
242/Cast_tvmbin,kernel AI core task,4,16758,"""0.91""","""1624688333016441844""","""1624688333016442754"""
N/A,event record task,4,16760,"""0.0""","""1624688333016561084""","""1624688333016561084"""
535/PtMuls_tvmbin,kernel AI core task,4,16761,"""1.39""","""1624688333016615274""","""1624688333016616664"""
N/A,memory copy task,4,16763,"""0.0""","""1624688333016848654""","""1624688333016848654"""
N/A,event record task,4,16764,"""1.32""","""1624688333016950804""","""1624688333016952124"""
245/Cast_tvmbin,kernel AI core task,4,16766,"""0.01""","""1624688333017066794""","""1624688333017066804"""
N/A,memory copy task,4,16767,"""1.33""","""1624688333017292504""","""1624688333017293834"""
N/A,event record task,4,16768,"""0.81""","""1624688333017348694""","""1624688333017349504"""
243/Cast_tvmbin,kernel AI core task,4,16770,"""0.01""","""1624688333017494944""","""1624688333017494954"""
N/A,memory copy task,4,16771,"""1.35""","""1624688333017556024""","""1624688333017557374"""
536/PtMuls_tvmbin,kernel AI core task,4,16773,"""0.01""","""1624688333017678124""","""1624688333017678134"""
245/Cast_tvmbin,kernel AI core task,4,16774,"""1.33""","""1624688333017766754""","""1624688333017768084"""
N/A,event record task,4,16776,"""0.0""","""1624688333017948664""","""1624688333017948664"""
538/PtMuls_tvmbin,kernel AI core task,4,16777,"""1.33""","""1624688333018075754""","""1624688333018077084"""
243/Cast_tvmbin,kernel AI core task,4,16778,"""0.92""","""1624688333018127204""","""1624688333018128124"""
N/A,event record task,4,16780,"""0.01""","""1624688333018385654""","""1624688333018385664"""
536/PtMuls_tvmbin,kernel AI core task,4,16781,"""1.47""","""1624688333018473054""","""1624688333018474524"""
N/A,memory copy task,4,16783,"""0.01""","""1624688333018583534""","""1624688333018583544"""
N/A,event record task,4,16784,"""1.35""","""1624688333018629734""","""1624688333018631084"""
243/Cast_tvmbin,kernel AI core task,4,16786,"""0.01""","""1624688333018754524""","""1624688333018754534"""
N/A,memory copy task,4,16787,"""1.47""","""1624688333018801924""","""1624688333018803394"""
N/A,event record task,4,16788,"""0.89""","""1624688333018853904""","""1624688333018854794"""
245/Cast_tvmbin,kernel AI core task,4,16790,"""0.0""","""1624688333019087684""","""1624688333019087684"""
N/A,memory copy task,4,16791,"""1.43""","""1624688333019180054""","""1624688333019181484"""
538/PtMuls_tvmbin,kernel AI core task,4,16793,"""0.01""","""1624688333019307564""","""1624688333019307574"""
243/Cast_tvmbin,kernel AI core task,4,16794,"""1.32""","""1624688333019363094""","""1624688333019364414"""
N/A,event record task,4,16796,"""0.01""","""1624688333019610924""","""1624688333019610934"""
536/PtMuls_tvmbin,kernel AI core task,4,16797,"""1.34""","""1624688333019673344""","""1624688333019674684"""
246/Cast_tvmbin,kernel AI core task,4,16798,"""0.93""","""1624688333019745474""","""1624688333019746404"""
N/A,event record task,4,16800,"""0.01""","""1624688333019895644""","""1624688333019895654"""
539/PtMuls_tvmbin,kernel AI core task,4,16801,"""1.39""","""1624688333019964324""","""1624688333019965714"""
N/A,memory copy task,4,16803,"""0.01""","""1624688333020087104""","""1624688333020087114"""
N/A,event record task,4,16804,"""1.47""","""1624688333020132274""","""1624688333020133744"""
242/Cast_tvmbin,kernel AI core task,4,16806,"""0.0""","""1624688333020333714""","""1624688333020333714"""
N/A,memory copy task,4,16807,"""1.33""","""1624688333020411174""","""1624688333020412504"""
N/A,event record task,4,16808,"""0.89""","""1624688333020459774""","""1624688333020460664"""
243/Cast_tvmbin,kernel AI core task,4,16810,"""0.01""","""1624688333020710164""","""1624688333020710174"""
N/A,memory copy task,4,16811,"""1.33""","""1624688333020789514""","""1624688333020790844"""
536/PtMuls_tvmbin,kernel AI core task,4,16813,"""0.01""","""1624688333020934594""","""1624688333020934604"""
242/Cast_tvmbin,kernel AI core task,4,16814,"""1.28""","""1624688333020983574""","""1624688333020984854"""
N/A,event record task,4,16816,"""0.01""","""1624688333021109234""","""1624688333021109244"""
535/PtMuls_tvmbin,kernel AI core task,4,16817,"""1.47""","""1624688333021195304""","""1624688333021196774"""
243/Cast_tvmbin,kernel AI core task,4,16818,"""1.02""","""1624688333021233094""","""1624688333021234114"""
N/A,event record task,4,16820,"""0.0""","""1624688333021476054""","""1624688333021476054"""
536/PtMuls_tvmbin,kernel AI core task,4,16821,"""1.52""","""1624688333021547114""","""1624688333021548634"""
N/A,memory copy task,4,16823,"""0.01""","""1624688333021664194""","""1624688333021664204"""
N/A,event record task,4,16824,"""1.35""","""1624688333021718074""","""1624688333021719424"""
243/Cast_tvmbin,kernel AI core task,4,16826,"""0.01""","""1624688333021945234""","""1624688333021945244"""
N/A,memory copy task,4,16827,"""1.34""","""1624688333022047604""","""1624688333022048944"""
N/A,event record task,4,16828,"""0.89""","""1624688333022116494""","""1624688333022117384"""
245/Cast_tvmbin,kernel AI core task,4,16830,"""0.01""","""1624688333022242784""","""1624688333022242794"""
N/A,memory copy task,4,16831,"""1.34""","""1624688333022296824""","""1624688333022298164"""
538/PtMuls_tvmbin,kernel AI core task,4,16833,"""0.0""","""1624688333022526914""","""1624688333022526914"""
243/Cast_tvmbin,kernel AI core task,4,16834,"""1.35""","""1624688333022616574""","""1624688333022617924"""
N/A,event record task,4,16836,"""0.01""","""1624688333022728494""","""1624688333022728504"""
536/PtMuls_tvmbin,kernel AI core task,4,16837,"""1.33""","""1624688333022786184""","""1624688333022787514"""
242/Cast_tvmbin,kernel AI core task,4,16838,"""0.93""","""1624688333022838384""","""1624688333022839314"""
N/A,event record task,4,16840,"""0.01""","""1624688333023097004""","""1624688333023097014"""
535/PtMuls_tvmbin,kernel AI core task,4,16841,"""1.4""","""1624688333023182724""","""1624688333023184124"""
N/A,memory copy task,4,16843,"""0.01""","""1624688333023289164""","""1624688333023289174"""
N/A,event record task,4,16844,"""1.28""","""1624688333023365234""","""1624688333023366514"""
242/Cast_tvmbin,kernel AI core task,4,16846,"""0.01""","""1624688333023472344""","""1624688333023472354"""
N/A,memory copy task,4,16847,"""1.39""","""1624688333023523684""","""1624688333023525074"""
N/A,event record task,4,16848,"""0.79""","""1624688333023650914""","""1624688333023651704"""
243/Cast_tvmbin,kernel AI core task,4,16850,"""0.01""","""1624688333023783914""","""1624688333023783924"""
N/A,memory copy task,4,16851,"""1.35""","""1624688333023872254""","""1624688333023873604"""
536/PtMuls_tvmbin,kernel AI core task,4,16853,"""0.0""","""1624688333023990764""","""1624688333023990764"""
245/Cast_tvmbin,kernel AI core task,4,16854,"""1.32""","""1624688333024044614""","""1624688333024045934"""
N/A,event record task,4,16856,"""0.01""","""1624688333024304724""","""1624688333024304734"""
538/PtMuls_tvmbin,kernel AI core task,4,16857,"""1.33""","""1624688333024392864""","""1624688333024394194"""
243/Cast_tvmbin,kernel AI core task,4,16858,"""0.93""","""1624688333024431284""","""1624688333024432214"""
N/A,event record task,4,16860,"""0.01""","""1624688333024567674""","""1624688333024567684"""
536/PtMuls_tvmbin,kernel AI core task,4,16861,"""1.39""","""1624688333024623284""","""1624688333024624674"""
N/A,memory copy task,4,16863,"""0.01""","""1624688333024847564""","""1624688333024847574"""
N/A,event record task,4,16864,"""1.27""","""1624688333024945554""","""1624688333024946824"""
243/Cast_tvmbin,kernel AI core task,4,16866,"""0.01""","""1624688333025058024""","""1624688333025058034"""
N/A,memory copy task,4,16867,"""1.39""","""1624688333025115434""","""1624688333025116824"""
N/A,event record task,4,16868,"""0.9""","""1624688333025202674""","""1624688333025203574"""
245/Cast_tvmbin,kernel AI core task,4,16870,"""0.01""","""1624688333025436684""","""1624688333025436694"""
N/A,memory copy task,4,16871,"""1.39""","""1624688333025536964""","""1624688333025538354"""
538/PtMuls_tvmbin,kernel AI core task,4,16873,"""0.0""","""1624688333025651944""","""1624688333025651944"""
243/Cast_tvmbin,kernel AI core task,4,16874,"""1.33""","""1624688333025703014""","""1624688333025704344"""
N/A,event record task,4,16876,"""0.01""","""1624688333025928034""","""1624688333025928044"""
536/PtMuls_tvmbin,kernel AI core task,4,16877,"""1.33""","""1624688333026022134""","""1624688333026023464"""
245/Cast_tvmbin,kernel AI core task,4,16878,"""0.93""","""1624688333026081614""","""1624688333026082544"""
N/A,event record task,4,16880,"""0.01""","""1624688333026213604""","""1624688333026213614"""
538/PtMuls_tvmbin,kernel AI core task,4,16881,"""1.48""","""1624688333026266164""","""1624688333026267644"""
N/A,memory copy task,4,16883,"""0.01""","""1624688333026382234""","""1624688333026382244"""
N/A,event record task,4,16884,"""1.39""","""1624688333026438344""","""1624688333026439734"""
247/Cast_tvmbin,kernel AI core task,4,16886,"""0.01""","""1624688333026685134""","""1624688333026685144"""
N/A,memory copy task,4,16887,"""1.39""","""1624688333026779784""","""1624688333026781174"""
N/A,event record task,4,16888,"""0.88""","""1624688333026846874""","""1624688333026847754"""
247/Cast_tvmbin,kernel AI core task,4,16890,"""0.01""","""1624688333027086384""","""1624688333027086394"""
N/A,memory copy task,4,16891,"""1.32""","""1624688333027180704""","""1624688333027182024"""
540/PtMuls_tvmbin,kernel AI core task,4,16893,"""0.0""","""1624688333027295914""","""1624688333027295914"""
242/Cast_tvmbin,kernel AI core task,4,16894,"""1.32""","""1624688333027345354""","""1624688333027346674"""
N/A,event record task,4,16896,"""0.01""","""1624688333027461154""","""1624688333027461164"""
535/PtMuls_tvmbin,kernel AI core task,4,16897,"""1.32""","""1624688333027506584""","""1624688333027507904"""
243/Cast_tvmbin,kernel AI core task,4,16898,"""0.92""","""1624688333027557044""","""1624688333027557964"""
N/A,event record task,4,16900,"""0.01""","""1624688333027814894""","""1624688333027814904"""
536/PtMuls_tvmbin,kernel AI core task,4,16901,"""1.39""","""1624688333027882674""","""1624688333027884064"""
N/A,memory copy task,4,16903,"""0.0""","""1624688333028013624""","""1624688333028013624"""
N/A,event record task,4,16904,"""1.26""","""1624688333028079294""","""1624688333028080554"""
243/Cast_tvmbin,kernel AI core task,4,16906,"""0.01""","""1624688333028258234""","""1624688333028258244"""
N/A,memory copy task,4,16907,"""1.39""","""1624688333028352864""","""1624688333028354254"""
N/A,event record task,4,16908,"""1.03""","""1624688333028396744""","""1624688333028397774"""
245/Cast_tvmbin,kernel AI core task,4,16910,"""0.0""","""1624688333028517134""","""1624688333028517134"""
N/A,memory copy task,4,16911,"""1.39""","""1624688333028606784""","""1624688333028608174"""
538/PtMuls_tvmbin,kernel AI core task,4,16913,"""0.0""","""1624688333028822574""","""1624688333028822574"""
243/Cast_tvmbin,kernel AI core task,4,16914,"""1.35""","""1624688333028940534""","""1624688333028941884"""
N/A,event record task,4,16916,"""0.0""","""1624688333029056054""","""1624688333029056054"""
536/PtMuls_tvmbin,kernel AI core task,4,16917,"""1.33""","""1624688333029118744""","""1624688333029120074"""
245/Cast_tvmbin,kernel AI core task,4,16918,"""1.09""","""1624688333029178184""","""1624688333029179274"""
N/A,event record task,4,16920,"""0.01""","""1624688333029406724""","""1624688333029406734"""
538/PtMuls_tvmbin,kernel AI core task,4,16921,"""1.49""","""1624688333029494804""","""1624688333029496294"""
N/A,memory copy task,4,16923,"""0.01""","""1624688333029623164""","""1624688333029623174"""
N/A,event record task,4,16924,"""1.33""","""1624688333029668974""","""1624688333029670304"""
242/Cast_tvmbin,kernel AI core task,4,16926,"""0.01""","""1624688333029799624""","""1624688333029799634"""
N/A,memory copy task,4,16927,"""1.31""","""1624688333029852724""","""1624688333029854034"""
N/A,event record task,4,16928,"""0.8""","""1624688333029982974""","""1624688333029983774"""
243/Cast_tvmbin,kernel AI core task,4,16930,"""0.01""","""1624688333030136694""","""1624688333030136704"""
N/A,memory copy task,4,16931,"""1.42""","""1624688333030234714""","""1624688333030236134"""
536/PtMuls_tvmbin,kernel AI core task,4,16933,"""0.01""","""1624688333030434674""","""1624688333030434684"""
242/Cast_tvmbin,kernel AI core task,4,16934,"""1.33""","""1624688333030550654""","""1624688333030551984"""
N/A,event record task,4,16936,"""0.01""","""1624688333030661474""","""1624688333030661484"""
535/PtMuls_tvmbin,kernel AI core task,4,16937,"""1.39""","""1624688333030717214""","""1624688333030718604"""
243/Cast_tvmbin,kernel AI core task,4,16938,"""0.92""","""1624688333030807754""","""1624688333030808674"""
N/A,event record task,4,16940,"""0.01""","""1624688333030916424""","""1624688333030916434"""
536/PtMuls_tvmbin,kernel AI core task,4,16941,"""1.39""","""1624688333030987174""","""1624688333030988564"""
N/A,memory copy task,4,16943,"""0.01""","""1624688333031224094""","""1624688333031224104"""
N/A,event record task,4,16944,"""1.33""","""1624688333031286054""","""1624688333031287384"""
243/Cast_tvmbin,kernel AI core task,4,16946,"""0.01""","""1624688333031407574""","""1624688333031407584"""
N/A,memory copy task,4,16947,"""1.42""","""1624688333031455584""","""1624688333031457004"""
N/A,event record task,4,16948,"""0.89""","""1624688333031535094""","""1624688333031535984"""
245/Cast_tvmbin,kernel AI core task,4,16950,"""0.01""","""1624688333031669104""","""1624688333031669114"""
N/A,memory copy task,4,16951,"""1.43""","""1624688333031766014""","""1624688333031767444"""
538/PtMuls_tvmbin,kernel AI core task,4,16953,"""0.01""","""1624688333031941664""","""1624688333031941674"""
243/Cast_tvmbin,kernel AI core task,4,16954,"""1.32""","""1624688333031993284""","""1624688333031994604"""
N/A,event record task,4,16956,"""0.01""","""1624688333032141764""","""1624688333032141774"""
536/PtMuls_tvmbin,kernel AI core task,4,16957,"""1.4""","""1624688333032190624""","""1624688333032192024"""
245/Cast_tvmbin,kernel AI core task,4,16958,"""0.93""","""1624688333032330244""","""1624688333032331174"""
N/A,event record task,4,16960,"""0.0""","""1624688333032458964""","""1624688333032458964"""
538/PtMuls_tvmbin,kernel AI core task,4,16961,"""1.34""","""1624688333032532724""","""1624688333032534064"""
N/A,memory copy task,4,16963,"""0.01""","""1624688333032752144""","""1624688333032752154"""
N/A,event record task,4,16964,"""1.28""","""1624688333032819744""","""1624688333032821024"""
245/Cast_tvmbin,kernel AI core task,4,16966,"""0.01""","""1624688333032935874""","""1624688333032935884"""
N/A,memory copy task,4,16967,"""1.34""","""1624688333032990444""","""1624688333032991784"""
N/A,event record task,4,16968,"""0.91""","""1624688333033046904""","""1624688333033047814"""
243/Cast_tvmbin,kernel AI core task,4,16970,"""0.01""","""1624688333033180234""","""1624688333033180244"""
N/A,memory copy task,4,16971,"""1.33""","""1624688333033234814""","""1624688333033236144"""
536/PtMuls_tvmbin,kernel AI core task,4,16973,"""0.01""","""1624688333033322284""","""1624688333033322294"""
247/Cast_tvmbin,kernel AI core task,4,16974,"""1.35""","""1624688333033375124""","""1624688333033376474"""
N/A,event record task,4,16976,"""0.0""","""1624688333033652674""","""1624688333033652674"""
540/PtMuls_tvmbin,kernel AI core task,4,16977,"""1.35""","""1624688333033724834""","""1624688333033726184"""
247/Cast_tvmbin,kernel AI core task,4,16978,"""0.85""","""1624688333033825604""","""1624688333033826454"""
N/A,event record task,4,16980,"""0.01""","""1624688333033972344""","""1624688333033972354"""
540/PtMuls_tvmbin,kernel AI core task,4,16981,"""1.39""","""1624688333034062654""","""1624688333034064044"""
N/A,memory copy task,4,16983,"""0.01""","""1624688333034173044""","""1624688333034173054"""
N/A,event record task,4,16984,"""1.33""","""1624688333034265184""","""1624688333034266514"""
243/Cast_tvmbin,kernel AI core task,4,16986,"""0.01""","""1624688333034364774""","""1624688333034364784"""
N/A,memory copy task,4,16987,"""1.4""","""1624688333034415774""","""1624688333034417174"""
N/A,event record task,4,16988,"""0.91""","""1624688333034471364""","""1624688333034472274"""
242/Cast_tvmbin,kernel AI core task,4,16990,"""0.01""","""1624688333034717924""","""1624688333034717934"""
N/A,memory copy task,4,16991,"""1.35""","""1624688333034809234""","""1624688333034810584"""
535/PtMuls_tvmbin,kernel AI core task,4,16993,"""0.01""","""1624688333035018424""","""1624688333035018434"""
243/Cast_tvmbin,kernel AI core task,4,16994,"""1.33""","""1624688333035115074""","""1624688333035116404"""
N/A,event record task,4,16996,"""0.01""","""1624688333035243704""","""1624688333035243714"""
536/PtMuls_tvmbin,kernel AI core task,4,16997,"""1.35""","""1624688333035290784""","""1624688333035292134"""
245/Cast_tvmbin,kernel AI core task,4,16998,"""0.87""","""1624688333035340744""","""1624688333035341614"""
N/A,event record task,4,17000,"""0.01""","""1624688333035478924""","""1624688333035478934"""
538/PtMuls_tvmbin,kernel AI core task,4,17001,"""1.33""","""1624688333035529754""","""1624688333035531084"""
N/A,memory copy task,4,17003,"""0.01""","""1624688333035652064""","""1624688333035652074"""
N/A,event record task,4,17004,"""1.33""","""1624688333035710014""","""1624688333035711344"""
245/Cast_tvmbin,kernel AI core task,4,17006,"""0.01""","""1624688333035954124""","""1624688333035954134"""
N/A,memory copy task,4,17007,"""1.44""","""1624688333036055804""","""1624688333036057244"""
N/A,event record task,4,17008,"""0.91""","""1624688333036146014""","""1624688333036146924"""
243/Cast_tvmbin,kernel AI core task,4,17010,"""0.01""","""1624688333036280924""","""1624688333036280934"""
N/A,memory copy task,4,17011,"""1.39""","""1624688333036371554""","""1624688333036372944"""
536/PtMuls_tvmbin,kernel AI core task,4,17013,"""0.01""","""1624688333036512054""","""1624688333036512064"""
242/Cast_tvmbin,kernel AI core task,4,17014,"""1.26""","""1624688333036566444""","""1624688333036567704"""
N/A,event record task,4,17016,"""0.01""","""1624688333036684224""","""1624688333036684234"""
535/PtMuls_tvmbin,kernel AI core task,4,17017,"""1.34""","""1624688333036761134""","""1624688333036762474"""
243/Cast_tvmbin,kernel AI core task,4,17018,"""0.8""","""1624688333036802004""","""1624688333036802804"""
N/A,event record task,4,17020,"""0.01""","""1624688333037040064""","""1624688333037040074"""
536/PtMuls_tvmbin,kernel AI core task,4,17021,"""1.32""","""1624688333037157224""","""1624688333037158544"""
N/A,memory copy task,4,17023,"""0.01""","""1624688333037343464""","""1624688333037343474"""
N/A,event record task,4,17024,"""1.33""","""1624688333037400824""","""1624688333037402154"""
243/Cast_tvmbin,kernel AI core task,4,17026,"""0.01""","""1624688333037535784""","""1624688333037535794"""
N/A,memory copy task,4,17027,"""1.47""","""1624688333037582034""","""1624688333037583504"""
N/A,event record task,4,17028,"""0.93""","""1624688333037659494""","""1624688333037660424"""
245/Cast_tvmbin,kernel AI core task,4,17030,"""0.01""","""1624688333037773544""","""1624688333037773554"""
N/A,memory copy task,4,17031,"""1.35""","""1624688333037836074""","""1624688333037837424"""
538/PtMuls_tvmbin,kernel AI core task,4,17033,"""0.01""","""1624688333037946914""","""1624688333037946924"""
243/Cast_tvmbin,kernel AI core task,4,17034,"""1.27""","""1624688333038014974""","""1624688333038016244"""
N/A,event record task,4,17036,"""0.0""","""1624688333038239924""","""1624688333038239924"""
536/PtMuls_tvmbin,kernel AI core task,4,17037,"""1.39""","""1624688333038333114""","""1624688333038334504"""
245/Cast_tvmbin,kernel AI core task,4,17038,"""0.88""","""1624688333038421814""","""1624688333038422694"""
